knr,knavn,aar,pm2,ya_menn,ya_kvinner,ya_total,inc_k1,inc_k5,uni_k_mf,uni_k_m,uni_k_f,uni_l_mf,uni_l_m,uni_l_f,trade_pc
0515,Vågå,2012,10572,56.9377990430622,53.33692142088267,55.14843541053758,23.1,11.7,13.1,9.2,17,3.2,4,2.3,48275
0515,Vågå,2014,9659,55.98705501618123,53.00218340611353,54.50352685838307,22.7,12.299999999999999,15.1,10.9,19.3,3.6,4.2,3,50778
0515,Vågå,2015,9406,55.44768069039914,52.8281164195497,54.14965986394557,23.200000000000003,13.9,15.3,10.7,19.8,3.9,4.2,3.6,53855
0515,Vågå,2016,11957,55.09209100758397,53.08030803080308,54.093886462882104,23.5,13.8,15.7,10.9,20.6,3.9,4.4,3.4,56217
0515,Vågå,2017,12121,56.20239390642002,53.05216426193119,54.64285714285714,23.5,14.6,16.4,11.1,21.7,4.3,4.6,4,59164
0516,Nord-Fron,2008,8246,58.13315030885381,57.20736366794026,57.67305368548248,23.9,14.5,13.8,10.1,17.5,2.2,2.9,1.4,77429
0516,Nord-Fron,2009,9114,58.12521382141635,56.89954814042405,57.51724137931035,23.6,13.6,14,10.1,17.8,2.3,3,1.7,77274
0516,Nord-Fron,2010,10572,57.38152062734402,56.15626089989536,56.77586206896552,23.4,13.5,14.2,10.2,18.1,2.4,2.9,1.9,74574
0516,Nord-Fron,2011,9780,57.9445571331981,56.084840055632824,57.027768255056564,23.5,12.5,14.7,10.6,18.8,2.6,3.1,2,74756
0516,Nord-Fron,2012,11362,57.696228338430174,55.386214063041216,56.55231560891938,23.6,13.4,15.3,10.9,19.8,2.6,3.1,2.2,74414
0516,Nord-Fron,2013,10223,57.137978142076506,55.53639185926181,56.341170413591904,23.799999999999997,14.6,15.9,11,20.7,2.7,3.1,2.4,77227
0516,Nord-Fron,2014,11060,56.038647342995176,55.42378793163586,55.73287077189939,23.7,14.8,16.1,11.4,20.9,3,3.3,2.6,82730
0516,Nord-Fron,2015,11182,55.968352253181976,54.759395855286265,55.370177267987486,24.1,14.5,16.3,10.9,21.8,3.1,3.6,2.7,78669
0516,Nord-Fron,2016,11573,56.10093328724507,54.42415730337079,55.269116878592584,24.1,14.4,16.7,11.5,22.1,3.1,3.3,2.9,81642
0516,Nord-Fron,2017,12335,55.824403733148976,53.74558303886926,54.796435435960156,25.3,14,17.4,12.1,22.7,3.1,3.3,2.9,91746
0517,Sel,2008,8490,57.41721854304635,55.27638190954774,56.35303913405495,22.5,11.1,12.5,9.1,15.9,1.9,2.5,1.3,87315
0517,Sel,2009,9031,57.227919285478,55.24732620320856,56.24272651704073,23.799999999999997,10,12.8,9.1,16.4,2.2,2.6,1.7,87416
0517,Sel,2010,9579,56.77376614773104,55.402684563758385,56.09268211368561,24,10.7,13.1,9.5,16.8,2.3,2.9,1.8,86822
0517,Sel,2011,10109,57.03947368421053,54.92577597840756,55.99600266489008,23.5,10.5,13.8,10.1,17.6,2.3,2.8,1.9,86014
0517,Sel,2012,9243,56.94993412384717,55.10825439783491,56.04138851802403,24.2,10.399999999999999,14.7,10.5,18.9,2.4,2.9,2,90203
0517,Sel,2013,10082,56.9813829787234,54.6875,55.846774193548384,24.8,11.3,14.8,10.6,19.2,2.5,3,2,85830
0517,Sel,2014,11321,57.242293669207825,55.191072032465335,56.22698359558085,25.1,11,14.9,10.7,19.4,2.8,3,2.5,89256
0517,Sel,2015,10405,57.1334431630972,54.88054607508532,56.026823134953894,25.2,11,15.1,10.7,19.8,3.1,3.3,2.8,92473
0517,Sel,2016,11452,57.009966777408636,53.77777777777778,55.417017691659645,25.299999999999997,11.1,15.4,11,19.9,3.4,3.6,3.1,91530
0517,Sel,2017,11597,56.93699731903485,53.30832196452933,55.138607167004736,23.9,11.6,16,11.3,20.7,3.2,3.5,3,90485
0519,Sør-Fron,2008,7944,56.49432534678437,53.91414141414141,55.20504731861199,23.5,13.7,12.8,8.8,16.8,1.9,3,0.8,24918
0519,Sør-Fron,2011,10202,56.49999999999999,54.28039702233251,55.386052303860524,25.7,12.7,14,9.7,18.2,2.5,3.6,1.5,25425
0519,Sør-Fron,2012,9133,56.99192044748291,54.47154471544715,55.7356608478803,25.4,12.2,15,10.5,19.5,2.4,3.3,1.4,25772
0519,Sør-Fron,2013,9024,56.596794081381006,54.67854869509866,55.652990917632316,25.5,12.8,15.2,10.8,19.7,2.3,3.3,1.3,26338
0519,Sør-Fron,2014,10769,55.89870290302657,54.38931297709924,55.155123785647135,25.2,12.1,15.8,11.5,20.2,2.7,3.4,1.9,28421
0519,Sør-Fron,2015,11092,55.569155446756426,54.3312101910828,54.962546816479396,23.9,12.9,16.7,12.1,21.6,2.8,3.6,2,33061
0519,Sør-Fron,2016,9416,56.25388923459863,54.36328377504848,55.32656943563728,23.4,13.8,16.4,11.5,21.4,2.9,3.6,2.2,39203
0519,Sør-Fron,2017,11487,55.23038605230386,54.078355812459854,54.66329434081568,24,13.7,16.6,11.6,21.7,3.5,4.1,2.9,35709
0520,Ringebu,2008,8349,58.39929639401935,54.25155004428698,56.33274492497794,23.200000000000003,13.3,12.9,9.5,16.2,2.8,3.2,2.4,56211
0520,Ringebu,2009,8780,58.42498900131984,54.59363957597173,56.51311439277056,24.7,12.3,13,9.6,16.4,3,3.2,2.8,63542
0520,Ringebu,2010,8163,58.03766973280771,54.009747452370405,56.0352422907489,25,13.100000000000001,13.5,9.8,17.1,3.1,3.3,2.8,65671
0520,Ringebu,2011,9110,59.02654867256637,53.963414634146346,56.47497805092186,24.4,12.3,14.1,10.2,18,2.9,3,2.7,67094
0520,Ringebu,2012,9624,58.69947275922671,54.04814004376368,56.369217276912956,24.1,12.2,14.3,9.9,18.7,2.9,2.9,2.9,68475
0520,Ringebu,2013,9427,58.53767275969683,54.105636928539724,56.31672597864769,25.9,13.2,14.4,10.1,18.5,2.9,2.8,3,71422
0520,Ringebu,2014,9321,58.26318121400088,53.70866845397676,55.995550611790875,25.4,12.1,14.9,10.9,19,3.2,3,3.4,74928
0520,Ringebu,2015,9567,58.090542357687134,52.872531418312384,55.48329221798609,26.1,13.3,15.2,10.8,19.8,3.4,3.6,3.3,77230
0520,Ringebu,2016,10893,57.85013380909901,53.288288288288285,55.580457194083365,25.4,13.100000000000001,15.8,11.2,20.5,3.6,3.5,3.7,90473
0520,Ringebu,2017,11665,57.36537605696485,52.8159645232816,55.08662816525989,24.200000000000003,14.3,16.2,11.1,21.3,3.7,3.4,4,83582
0521,Øyer,2008,12158,58.36313071116408,55.92868988391376,57.17184012984377,18.6,16,16.1,12.2,20.2,3.5,4.4,2.6,46868
0521,Øyer,2009,11173,59.08183632734531,56.21890547263681,57.67744559690868,19.1,15,16.4,12.4,20.7,3.6,4.6,2.5,52592
0521,Øyer,2010,14455,59.4743036484896,56.502242152466366,58.016793282686926,21.1,14.600000000000001,16.5,12.3,20.9,3.7,4.5,2.9,52857
0521,Øyer,2011,13649,59.7003457548982,56.85014061872238,58.30714846818539,20.8,14.3,17,12.6,21.6,3.9,4.8,3,51379
0521,Øyer,2012,14679,60.2834163155879,56.40096618357487,58.39057899901865,22.3,14,17.3,12.7,22.2,4.1,5,3.2,53836
0521,Øyer,2013,14981,60.69386199008768,56.313029447357806,58.56526852214817,22.5,15.3,17.7,13.1,22.5,4.1,4.9,3.2,55711
0521,Øyer,2014,15109,60.582822085889575,56.20467365028203,58.447937131630646,22.299999999999997,14.899999999999999,18.4,13.6,23.4,4.7,5.5,3.9,58853
0521,Øyer,2015,14630,60.79192546583852,56.72961028525513,58.79565646594275,22.4,15.2,18.6,13.2,24.1,5,5.6,4.3,62591
0521,Øyer,2016,15639,60.41909196740396,56.75350701402806,58.61593059936908,21.5,15.7,19,13.6,24.7,5.1,5.6,4.5,65847
0521,Øyer,2017,16338,60.278745644599304,56.662665066026406,58.50059031877214,21.700000000000003,15.5,19.6,13.8,25.6,5.5,6.4,4.5,72266
0522,Gausdal,2008,9835,57.012393998695366,55.533790401567096,56.2734540708109,21.3,14.3,12.5,8.3,16.6,2.5,3,2.1,38908
0522,Gausdal,2009,10852,57.296767874632714,55.250990752972264,56.279757018551955,21.4,13.9,13.2,9.1,17.3,2.7,3.2,2.2,41660
0522,Gausdal,2010,10890,57.19366311024895,55.75598556903903,56.479973949853466,20.3,13.4,14,9.6,18.4,2.9,3.4,2.4,42857
0522,Gausdal,2011,12166,56.783757653883335,55.464121132323896,56.13092330239374,21.9,13.4,14.8,10.1,19.5,2.7,3.1,2.4,44211
0522,Gausdal,2012,12770,56.0702875399361,55.181518151815176,55.633116883116884,20.7,13.600000000000001,14.9,10.5,19.4,2.9,3,2.9,45311
0522,Gausdal,2013,12965,56.11164581328201,54.629629629629626,55.38185963198177,20.6,13.899999999999999,15.2,10.6,19.9,3.3,3.3,3.3,47950
0522,Gausdal,2014,12113,56.42072213500785,54.48885976408913,55.47538880872214,19.7,13.299999999999999,15.7,10.7,20.7,3.5,3.6,3.5,48844
0522,Gausdal,2015,13638,56.55866624724756,55.03134279115803,55.813204508856685,19.4,13.3,16.6,11.2,22.1,3.7,3.8,3.6,51683
0522,Gausdal,2016,12584,57.06250000000001,54.87281136438719,55.998072908302554,19.3,13.9,16.9,11.5,22.5,3.8,3.9,3.8,53068
0522,Gausdal,2017,14697,57.25958516656191,55.06287227001986,56.18955512572534,18.9,14,17.1,11.5,23,3.9,4,3.9,53225
0528,Østre Toten,2008,9440,59.02806870548806,56.01534667032063,57.507434815685734,21.200000000000003,14.9,16,12,19.9,2.9,3.8,2,40938
0528,Østre Toten,2009,10890,59.231306778476586,56.01313449172254,57.60508849557522,21.2,14.600000000000001,16.1,12,20,3,3.8,2.2,43406
0528,Østre Toten,2010,11162,59.256163811115755,55.71603760730345,57.46659319465491,21.4,14.6,16.4,12,20.7,3.1,3.8,2.4,43303
0528,Østre Toten,2011,11687,59.17184265010352,56.0674004620193,57.60750479320734,22.5,14.3,16.8,12.2,21.3,3.2,3.9,2.6,43241
0528,Østre Toten,2012,12889,58.837145969498906,55.77468593813318,57.29978978775344,22.4,14,17.1,12.4,21.8,3.4,4,2.9,42586
0528,Østre Toten,2013,12793,58.92857142857143,56.007594250067804,57.4698631992415,22.2,13.5,17.6,12.8,22.4,3.5,3.9,3,43011
0528,Østre Toten,2014,13603,58.49615954723083,55.750407830342574,57.129322595926105,22.8,14,17.9,13.1,22.6,3.9,4.3,3.5,42946
0528,Østre Toten,2015,14072,58.75235278300619,55.42266920358793,57.09651257096513,22.9,14,18.2,13.4,23.1,4,4.3,3.8,44467
0528,Østre Toten,2016,14705,58.96822231086291,55.22004062288423,57.111230377029386,21.799999999999997,14.7,18.7,13.7,23.9,4.5,4.7,4.2,45760
0528,Østre Toten,2017,16012,59.377504675394064,55.060127009863535,57.231141264190235,21.3,14.9,19.1,13.9,24.4,4.5,4.6,4.3,46351
0529,Vestre Toten,2008,10092,60.60081786725385,57.94169189103074,59.2797783933518,19.4,14,15.1,12.1,18.1,2.3,3.4,1.3,44665
0529,Vestre Toten,2009,10267,60.816326530612244,57.613493064312735,59.218184678307374,20,13,15.4,12.1,18.8,2.5,3.5,1.5,47145
0529,Vestre Toten,2010,10827,60.37234042553191,57.2750078394481,58.82537196554425,19.7,12.8,15.4,12.1,18.7,2.5,3.4,1.6,47061
0529,Vestre Toten,2011,11090,59.868831980012494,56.77449601500234,58.32226821838632,19.4,12.8,15.6,12,19.2,2.7,3.4,1.9,47306
0529,Vestre Toten,2012,12026,59.31600123800681,56.60377358490566,57.95946782178218,20.2,12.100000000000001,15.8,11.7,20,2.7,3.3,2,47377
0529,Vestre Toten,2013,12351,59.11534326524344,56.4118372379778,57.76598199861528,21.5,12.1,16.3,12.1,20.5,2.7,3.2,2.2,48901
0529,Vestre Toten,2014,12940,58.954089388872,56.28751731568416,57.62906309751435,21.5,12.2,16.9,12.5,21.2,3.1,3.5,2.7,53792
0529,Vestre Toten,2015,13781,58.94832550386422,56.11170456279566,57.53497566909975,20.5,12.6,17.2,12.7,21.7,3.3,3.6,2.9,55658
0529,Vestre Toten,2016,14289,58.89310083396513,55.76309794988611,57.329286798179055,20.1,13.600000000000001,17.7,13.1,22.4,3.4,3.6,3.1,56695
0529,Vestre Toten,2017,15267,59.13671228756204,55.513016845329254,57.3412246756203,20.1,13.3,18,13.2,22.9,3.7,3.8,3.5,57136
0532,Jevnaker,2008,12312,58.90052356020943,56.6875,57.76854219948849,20.299999999999997,15.5,15.5,12.3,18.4,2.3,3.3,1.5,43015
0532,Jevnaker,2009,12187,59.2482690405539,57.147296457426975,58.16669332906736,19.8,15.4,15.8,12.5,19,2.5,3.4,1.6,44343
0532,Jevnaker,2010,12860,59.54946131243879,57.223088923556944,58.35992342054882,19.6,15.6,16.1,12.7,19.4,2.5,3.3,1.7,46167
0532,Jevnaker,2011,12398,59.36497754971135,56.4640543042271,57.88646013524139,19,15.200000000000001,16.5,12.9,20,2.6,3.2,2,47599
0532,Jevnaker,2012,13500,59.15756630265211,56.74191580231849,57.936140675613146,19.9,15.100000000000001,17,13.2,20.6,2.7,3.2,2.2,45255
0532,Jevnaker,2013,13846,58.8456712672522,55.651105651105645,57.231533209186836,20.799999999999997,14.9,16.9,12.8,21,3.1,3.7,2.6,44883
0532,Jevnaker,2014,15133,58.586484810911344,55.6838905775076,57.12093308778392,20.7,14.8,17.7,13,22.4,3.1,3.9,2.4,45189
0532,Jevnaker,2015,16249,58.05266380894059,55.92559255925592,56.97833005000758,20.4,15.100000000000001,17.6,12.7,22.4,3.4,4.1,2.8,46931
0532,Jevnaker,2016,17519,58.45543345543346,56.09901580674024,57.26353899532358,20.6,15.399999999999999,18.3,13.4,23,3.6,3.9,3.3,49743
0532,Jevnaker,2017,18134,58.84835694905035,55.93370819769162,57.37753882915173,20.6,16.1,18.9,13.8,23.9,3.9,4.2,3.7,51286
0533,Lunner,2008,13227,61.88819299466481,58.992302309307206,60.44428936962084,15.9,21.2,15.6,12.5,18.8,3.8,4.8,2.7,21636
0533,Lunner,2009,13417,62.068160597572366,58.34114339268979,60.208138447146865,16,20.9,16.2,12.9,19.4,4,5,3,25027
0533,Lunner,2010,14170,61.93129062209842,58.364398881640255,60.151162790697676,16,20.3,17,13.5,20.5,3.9,5,2.9,28202
0533,Lunner,2011,13912,62.11981566820276,58.252202132591556,60.19181881211001,15.6,19.9,17.3,13.7,21,4.1,5,3.2,31806
0533,Lunner,2012,15639,60.9634174051352,58.94857142857143,59.958979033728355,16.1,19.7,18.2,14.3,22,4.3,5.2,3.4,31479
0533,Lunner,2013,15845,60.39648569497634,59.01823913532988,59.707207207207205,17,19,18.7,14.3,23.1,4.4,5.4,3.4,33648
0533,Lunner,2014,17227,59.893167148898286,58.62300964341781,59.26050044682752,17.4,19.4,19,14.4,23.6,4.7,5.5,3.9,32598
0533,Lunner,2015,17415,59.62650066696309,58.6015538290788,59.1136287904032,17.2,19.6,19.8,14.9,24.6,5,5.7,4.3,34449
0533,Lunner,2016,19038,59.059810196424635,58.830046532240196,58.94515701017249,18.1,19.8,19.9,14.9,24.9,5.2,5.8,4.5,35887
0533,Lunner,2017,18699,59.256830601092894,58.490566037735846,58.87665198237886,17.8,19.700000000000003,19.8,14.6,25.2,5.4,5.9,5,36249
0534,Gran,2008,11069,59.77593615715162,55.10265248014387,57.411479263022215,19.7,16.9,14.5,11,17.9,3,3.8,2.1,72275
0534,Gran,2009,12442,59.902125707294694,55.40581012279125,57.63032458197775,20.9,16.6,14.8,11.3,18.3,3.1,3.9,2.3,73118
0534,Gran,2010,13916,60.16885270616614,55.26002971768202,57.696625009354186,20.9,16.2,15.2,11.5,18.8,3.2,4,2.4,74497
0534,Gran,2011,14273,60.05112013231093,55.47692761315053,57.741551287777284,20.6,16.8,15.7,12.1,19.2,3.3,4,2.6,74581
0534,Gran,2012,14537,59.87451449058858,55.58170319164583,57.711405914177725,20,16,16,12.2,19.7,3.4,4,2.9,77662
0534,Gran,2013,13883,59.646779459780355,55.13799177921316,57.38007380073801,21.2,15.9,16.2,12.3,20,3.6,4.1,3.1,79739
0534,Gran,2014,15554,59.61538461538461,55.32349934277786,57.45572131990887,21.6,16.2,16.7,12.8,20.6,3.9,4.4,3.5,83737
0534,Gran,2015,17093,58.86066656878579,55.353505964503924,57.09901351845086,21.4,16.3,16.8,12.4,21.1,4.2,4.5,3.9,84366
0534,Gran,2016,17292,58.65427180168216,54.90026019080659,56.75794085432639,21.299999999999997,16.7,17.3,12.8,21.7,4.1,4.5,3.8,85251
0534,Gran,2017,18765,58.264826776277154,54.764321972443796,56.50397607062085,21.299999999999997,17.1,17.6,12.8,22.3,4.4,4.6,4.1,88054
0536,Søndre Land,2008,7319,58.853633572159666,56.741957563312795,57.799419101315564,24.5,9.6,13.5,9.5,17.4,2.5,3.1,1.9,26623
0536,Søndre Land,2009,7535,58.7431693989071,56.50052283025444,57.633258582025185,24.700000000000003,9.7,14.1,9.8,18.5,2.5,3,2,27711
0536,Søndre Land,2010,8468,59.11864406779661,56.5186997553303,57.83858199965582,26,10,14.1,9.7,18.5,2.5,3.1,1.9,28336
0536,Søndre Land,2011,8942,59.63794837412001,55.746320953048354,57.73513791331163,25.4,9.6,14.6,10.2,19.1,2.4,3,1.8,29711
0536,Søndre Land,2012,7832,60.04091374019775,55.41018387553041,57.76774865474744,25.9,9,15,10.2,19.8,2.6,3.3,1.9,32548
0536,Søndre Land,2013,9062,59.235010337698135,56.01570867547304,57.653866386112576,26.3,9.4,14.9,10.5,19.5,2.8,3.3,2.2,32729
0536,Søndre Land,2014,10017,59.01751975266232,56.55913978494623,57.814418523066124,26.4,9.3,15.5,11,20.3,3.2,3.5,2.9,32231
0536,Søndre Land,2015,9752,59.664429530201346,56.16045845272206,57.96950796950797,25,10.1,15.9,11.2,20.7,3.5,3.8,3.2,33651
0536,Søndre Land,2016,10862,58.96051299358758,56.20751341681574,57.624175060785,24.3,9.6,16.8,11.9,22,3.5,3.9,3,32118
0536,Søndre Land,2017,12529,58.64661654135338,56.574704407022566,57.635123316424696,24.3,10.9,17,11.8,22.5,3.7,3.9,3.4,32677
0538,Nordre Land,2008,8305,58.532110091743114,55.525846702317295,57.00723327305606,25.299999999999997,10.100000000000001,12.4,9,15.7,1.7,2.2,1.2,74818
0538,Nordre Land,2009,8993,59.00791235544736,55.450795521508546,57.200598802395206,25.9,9.7,12.5,8.9,16,1.7,2.2,1.2,77542
0538,Nordre Land,2010,9069,58.89701401584399,55.33923303834808,57.08932853717026,25.4,9.8,12.9,9.1,16.6,1.8,2.3,1.3,76676
0538,Nordre Land,2011,10237,58.58830657376552,54.84626647144949,56.68552709946396,26,9.9,13.3,9.7,16.8,1.8,2.3,1.4,77448
0538,Nordre Land,2012,10586,58.62275449101796,54.31738623103851,56.442080378250594,26.200000000000003,9.6,13.5,9.7,17.3,1.9,2.3,1.6,76987
0538,Nordre Land,2013,10002,58.01320528211284,54.290718038528894,56.12607280260432,26.299999999999997,9.6,14.1,10.1,17.9,2,2.3,1.7,75862
0538,Nordre Land,2014,10237,58.90162945081473,54.37093916125222,56.61194029850747,26.1,10.3,14.7,10.7,18.6,2.2,2.5,2,77981
0538,Nordre Land,2015,10400,58.5590949687407,54.510499852114755,56.52818991097923,25.5,10.5,14.9,10.7,19.2,2.4,2.5,2.3,73680
0538,Nordre Land,2016,11235,58.81481481481482,54.4431279620853,56.62864760776182,25.6,10.3,15.1,10.6,19.7,2.6,2.7,2.4,77636
0538,Nordre Land,2017,13683,58.27167801124593,54.33117265763111,56.297061863280675,25.1,10.8,15.6,11,20.2,2.8,2.8,2.7,78248
0540,Sør-Aurdal,2009,7556,55.393053016453386,52.207293666026864,53.838951310861425,27.3,12.399999999999999,14.3,10.1,18.6,2.7,3.2,2.2,58065
0540,Sør-Aurdal,2015,10080,55.20898315658142,52.31388329979879,53.81383322559793,28.700000000000003,12.100000000000001,15.6,10,21.6,3.1,3.5,2.8,57825
0542,Nord-Aurdal,2008,10035,60.221518987341774,57.570207570207565,58.87197016780609,23,13.6,16.2,12.4,19.9,3,4,2.1,132919
0542,Nord-Aurdal,2009,11109,60.80402010050251,57.51453933272115,59.13811812122152,23.700000000000003,13.4,16.7,13.3,20.1,3.1,4.1,2.1,136836
0542,Nord-Aurdal,2010,10499,60.69073783359498,57.61609907120743,59.14263445050663,23.299999999999997,13.3,16.9,13.3,20.3,3.4,4.4,2.5,137055
0542,Nord-Aurdal,2011,10440,60.175879396984925,57.89310130515848,59.02842861605748,24.1,12.9,17,12.6,21.3,3.3,4.3,2.4,133331
0542,Nord-Aurdal,2012,13204,59.536486063263396,57.496136012364765,58.5096453018046,24.5,12.3,17.4,12.9,21.7,3.6,4.4,2.8,134446
0542,Nord-Aurdal,2013,12450,59.20351207275007,57.03149360773308,58.114446529080674,25,11.899999999999999,17.7,13,22.4,3.7,4.3,3.2,139271
0542,Nord-Aurdal,2014,12577,59.13642052565707,57.40453275380316,58.26710300763597,25.8,11.899999999999999,18.2,13.6,22.8,4.2,4.6,3.7,140551
0542,Nord-Aurdal,2015,12239,58.34628535903015,56.940597106802095,57.63996288277142,25.4,12.1,18.5,13.4,23.5,4.2,4.5,3.9,146189
0542,Nord-Aurdal,2016,11943,57.48762376237624,56.230626162430255,56.85970888820068,24.2,13.2,19.1,13.7,24.4,4.3,4.9,3.7,153459
0542,Nord-Aurdal,2017,16356,57.498463429625076,55.3770086526576,56.440677966101696,23.5,13.3,19.6,14,25.3,4.5,4.6,4.3,154808
0543,Vestre Slidre,2012,11069,60.08733624454149,56.117755289788406,58.15412186379928,25.5,13.3,16.1,11.6,20.9,2.9,3.5,2.3,35366
0544,Øystre Slidre,2013,11330,58.42204132748904,57.06250000000001,57.74163278073193,22,15.5,18,12.4,23.4,4,4.1,3.9,73297
0544,Øystre Slidre,2015,10436,58.53199498117942,56.69781931464174,57.61175367302281,22.4,16.2,18.6,12.7,24.2,4.7,4.9,4.5,81431
0544,Øystre Slidre,2017,14921,57.14285714285714,56.58627087198516,56.86576354679803,20.5,16.3,19.1,12.7,25.4,5.6,5.8,5.3,87489
0602,Drammen,2008,17148,62.185387724601746,58.98579989577905,60.55199933494057,20.799999999999997,17.7,20.7,18.7,22.6,5.4,7.2,3.7,83968
0602,Drammen,2009,17241,62.053749170537486,59.16200223892532,60.581385880628616,21.1,17.700000000000003,21.2,19.1,23.2,5.7,7.5,4,84570
0602,Drammen,2010,18717,61.8531889290012,59.002482793299606,60.40341399482146,21,17.9,21.7,19.3,24,6,7.7,4.4,84350
0602,Drammen,2011,20961,61.70253651037664,59.00241053217133,60.32839482872511,21,17.7,22.1,19.5,24.5,6.4,8,4.9,87223
0602,Drammen,2012,22467,61.46451795306758,58.661946038334754,60.04303605430593,20.9,17.799999999999997,22.5,19.9,25,6.9,8.4,5.4,89513
0602,Drammen,2013,23640,61.32825797666573,58.504221954161636,59.89797321033098,21.6,17.200000000000003,22.9,20.2,25.4,7.1,8.6,5.7,89539
0602,Drammen,2014,24474,61.14365922128646,58.315890197954666,59.7154680279095,22.1,17.4,23.2,20.5,25.9,7.8,9.2,6.5,92289
0602,Drammen,2015,26616,61.08782826303253,58.2321486602263,59.64545780112211,21.9,17.4,23.5,20.4,26.4,8.4,9.7,7.1,93854
0602,Drammen,2016,29114,60.863749851385094,58.26983153776531,59.555195522497975,21.9,17.6,23.8,20.6,26.9,8.7,9.9,7.6,94636
0602,Drammen,2017,31973,60.839532412327316,57.99866616406182,59.40640404897386,21.3,18.1,24.1,20.8,27.4,9,10.1,8,96469
0604,Kongsberg,2008,16291,62.08577803487315,59.423335574983184,60.76592907446764,17,24.5,23.9,22.3,25.4,8,11.5,4.5,74047
0604,Kongsberg,2009,16388,61.958997722095674,59.103317065100505,60.54304581436364,16.9,24.5,24.5,22.7,26.3,8.2,11.6,4.8,73597
0604,Kongsberg,2010,17768,61.669738001762674,58.987983323796286,60.34231609613984,17.1,24.7,24.8,22.8,26.8,8.5,11.9,5.2,74430
0604,Kongsberg,2011,18539,61.068521299296606,58.912921122457185,60,17.2,24.4,25.2,23.2,27.3,9.2,12.5,5.8,74626
0604,Kongsberg,2012,19702,61.09085266506323,58.61000794281176,59.864986851917266,16.8,24.5,25.4,23.4,27.5,9.7,13,6.4,75243
0604,Kongsberg,2013,20686,60.926447098197315,58.312401883830454,59.63997373198902,17.4,24.1,25.8,23.5,28.2,10,13,6.8,74750
0604,Kongsberg,2014,21583,60.677005666567254,58.065260889641365,59.39180489282738,17.200000000000003,23.7,26.1,23.6,28.6,10.9,13.7,8,76889
0604,Kongsberg,2015,20834,60.55621127176158,57.681489927784114,59.14042903672644,17.9,23.5,26.1,23.2,29,11.3,14.2,8.3,78690
0604,Kongsberg,2016,20696,59.811788736504234,57.51972942502819,58.68285640247288,17.799999999999997,23.1,26.2,23.3,29.3,11.1,13.6,8.6,80654
0604,Kongsberg,2017,21859,59.64352992319954,57.46980766363501,58.57216343327455,17.700000000000003,21.700000000000003,26.5,23.3,29.8,10.9,13.3,8.5,80996
0605,Ringerike,2008,13142,60.44951837317161,58.31265508684863,59.36261964029029,21.6,15.399999999999999,17.2,13.9,20.3,3.9,5.5,2.4,70044
0605,Ringerike,2009,13346,60.62730104786179,58.391295365332965,59.49380345610054,21.8,15.3,17.6,14.1,20.9,4,5.5,2.6,74858
0605,Ringerike,2010,13561,60.695713281799016,58.57574094401756,59.622995209331386,21.8,15.299999999999999,18.1,14.4,21.6,4.2,5.7,2.8,74692
0605,Ringerike,2011,14223,60.7192640089211,58.40526099465681,59.55226974366062,22.1,14.9,18.5,14.5,22.3,4.4,5.8,3.1,75224
0605,Ringerike,2012,14725,60.81601761387092,58.291388926676646,59.54644958270625,22.5,15.1,18.8,14.8,22.6,4.5,5.8,3.3,78437
0605,Ringerike,2013,15146,61.11795292829776,58.43479437229438,59.7687074829932,22.700000000000003,14.8,19,14.7,23.1,4.7,6,3.5,79989
0605,Ringerike,2014,16746,60.555668221456095,58.49234711078147,59.5226843100189,22.4,14.399999999999999,19.1,15,23.3,5.3,6.5,4,83714
0605,Ringerike,2015,17988,60.05387205387206,58.41744045215987,59.23532579429187,22.5,14.5,19.7,15.3,24.1,5.4,6.5,4.3,85686
0605,Ringerike,2016,19805,59.8872331856625,58.32382741729853,59.105399147679606,22.5,14.899999999999999,20.2,15.8,24.5,5.7,6.6,4.8,88808
0605,Ringerike,2017,22186,59.72703062583222,58.105767949913414,58.91656123060531,22.8,14.799999999999999,20.6,16,25.2,5.9,6.7,5.1,89567
0612,Hole,2008,17090,59.90815966089721,59.512719455392336,59.71184631803629,14.3,26.799999999999997,23.1,19.8,26.2,7.2,9.2,5.1,28464
0612,Hole,2009,17536,60.229962800135276,59.6763085399449,59.95563896945914,14.8,26.4,23.2,19.7,26.7,7.6,9.6,5.7,28323
0612,Hole,2010,17988,60.16447368421053,59.945504087193456,60.05689424364123,16.2,26.3,23.8,20.3,27.3,8,9.9,6.2,27536
0612,Hole,2011,19818,59.94263862332696,59.526982011992004,59.73941368078176,15.600000000000001,25.5,24.2,20.4,28,8.1,9.8,6.5,27442
0612,Hole,2012,21339,60.91777024946104,58.92682926829268,59.94938310661183,15.8,25.4,24.7,21.1,28.3,8.8,10.3,7.4,27577
0612,Hole,2013,23590,60.58504221954162,59.008579599618685,59.817422249729226,16.4,25.9,25.4,21.9,28.8,9.1,10.4,7.8,28331
0612,Hole,2014,22585,59.40860215053764,58.94672004927626,59.181197877179684,17.6,25.6,25.8,22,29.7,9.4,10.5,8.4,30096
0612,Hole,2015,24044,59.24728021170244,59.20533818622991,59.22663481636309,16.6,26.5,25.7,21.5,29.9,10.6,11.3,9.9,30535
0612,Hole,2016,23373,58.931698774080566,58.874588446572886,58.90350229052756,17.6,28,26.3,22,30.8,10.8,11.4,10.2,33968
