knr,knavn,aar,pm2,ya_menn,ya_kvinner,ya_total,inc_k1,inc_k5,uni_k_mf,uni_k_m,uni_k_f,uni_l_mf,uni_l_m,uni_l_f,trade_pc
0101,Halden,2008,13427,59.748923959827835,56.79762577727529,58.262138687170726,24.5,13.600000000000001,17.8,15.1,20.4,3.9,5.4,2.4,56266
0101,Halden,2009,13095,59.77859778597786,57.046932922990834,58.402902532671106,24.4,14.100000000000001,18.2,15.4,20.9,3.9,5.4,2.5,56366
0101,Halden,2010,13832,59.64298214910746,57.06300462355946,58.343758687795386,23.9,13.700000000000001,18.6,15.6,21.6,4.1,5.5,2.7,57210
0101,Halden,2011,14915,59.84630163304515,57.22381537621194,58.531827515400416,24,14,19,15.8,22.2,4.4,5.8,3,58010
0101,Halden,2012,15473,59.45121951219512,57.00466752350673,58.226991165419896,23.9,14,19.6,16.2,22.9,4.6,5.9,3.3,58787
0101,Halden,2013,15461,58.97797475154445,56.73872431278356,57.85475234270415,24.1,13.399999999999999,19.9,16.4,23.3,4.6,5.8,3.4,59453
0101,Halden,2014,17164,58.760143674338174,56.729368128228906,57.742599230054424,23.9,13.5,20.6,17,24,4.9,6.1,3.8,63033
0101,Halden,2015,17427,58.714568226763355,56.84786911202006,57.78158797151147,24,13.700000000000001,21,17.2,24.8,5.2,6.4,4.1,63747
0101,Halden,2016,18941,58.68940284855613,56.64129150807192,57.66762702985856,24,13.8,21.4,17.4,25.4,5.4,6.5,4.4,65624
0101,Halden,2017,20143,58.94138176177858,56.851863942025204,57.901916206560564,23.7,14,21.6,17.5,25.7,5.6,6.5,4.7,65919
0104,Moss,2008,18299,60.69850620660635,58.67422708248954,59.66704502459327,22.8,16.2,19.1,16.6,21.4,5.5,7.1,4,69916
0104,Moss,2009,18338,60.69288518493009,58.922290795673234,59.791131539813435,23.299999999999997,16,19.2,16.6,21.6,5.6,7.3,4.1,69933
0104,Moss,2010,18795,60.414971521562244,58.51982724774244,59.45054945054945,22.7,15.9,19.4,16.9,21.8,5.9,7.5,4.5,68390
0104,Moss,2011,20213,60.18090452261306,58.20730117340287,59.180571617379805,22.8,15.8,19.8,17.2,22.2,6.1,7.5,4.7,70540
0104,Moss,2012,21198,59.76905311778291,57.89439876670093,58.81912573641897,22.6,15.600000000000001,20.2,17.6,22.6,6.3,7.6,5.1,72721
0104,Moss,2013,21799,59.607229072877935,57.55698869803971,58.57105976507035,23.200000000000003,15.299999999999999,20.5,17.7,23.1,6.6,7.7,5.5,72253
0104,Moss,2014,23750,59.24182837985945,57.14376147369754,58.18321195860483,23.4,15.3,20.9,18,23.6,7.2,8.2,6.1,73458
0104,Moss,2015,24716,59.05087752645252,57.13839815219427,58.087541664046284,23.200000000000003,15.8,21.2,18.1,24.2,7.7,8.7,6.6,78458
0104,Moss,2016,27254,58.825,56.66172290198986,57.7372444223479,22.7,15.9,21.6,18.4,24.7,8,9,7,77168
0104,Moss,2017,28299,58.70686975442959,56.64134297267491,57.66655352238714,22.9,15.9,21.8,18.5,25.1,8.3,9.2,7.4,77498
0105,Sarpsborg,2008,14981,60.898548437993064,58.06388856464729,59.471529586899884,22.2,13.600000000000001,16.3,13.7,18.9,2.8,3.9,1.7,63674
0105,Sarpsborg,2009,14214,60.69314641744549,57.86583726913182,59.2695705972198,22.5,13.3,16.6,13.9,19.2,2.9,3.9,1.8,62126
0105,Sarpsborg,2010,14870,60.06790385431536,57.55716463414634,58.80480837439368,22.3,13.100000000000001,17,14.1,19.8,2.9,4,1.9,61733
0105,Sarpsborg,2011,15634,59.79895670715455,57.282797076331846,58.53422971309536,22.4,13.2,17.2,14.2,20.2,3,4,2.1,62153
0105,Sarpsborg,2012,16536,59.55957086391869,56.90002988643156,58.22473890461816,22.799999999999997,13,17.7,14.6,20.8,3.1,4,2.3,63121
0105,Sarpsborg,2013,17540,59.217355587916806,56.78989411109047,58.00059594755661,23.5,12.7,18.1,14.8,21.3,3.2,4,2.4,61670
0105,Sarpsborg,2014,17896,59.33935272916434,56.63817873719885,57.982944560572705,23,13,18.5,15.1,21.9,3.5,4.2,2.8,65438
0105,Sarpsborg,2015,19136,59.07558979297063,56.54076716560626,57.803734868615294,23,13.5,19,15.5,22.5,3.8,4.5,3.2,67496
0105,Sarpsborg,2016,20919,59.151572926596764,56.5391913589257,57.84227660119243,22.8,13.8,19.4,15.6,23.2,4,4.7,3.3,69291
0105,Sarpsborg,2017,21372,58.86220801394993,56.61594202898551,57.7375877519183,22.8,14,19.9,15.9,23.7,4.2,4.8,3.6,69540
0106,Fredrikstad,2008,15671,59.810908264955565,57.82070466603183,58.79459819939979,21.8,16.200000000000003,19,16.2,21.5,4.3,5.8,2.9,69040
0106,Fredrikstad,2009,15043,59.840425531914896,57.87257019438445,58.838647608576146,21.9,16.2,19.4,16.5,22,4.5,6,3.2,68097
0106,Fredrikstad,2010,16092,59.70491531511618,57.74335692348779,58.707460821858284,21.9,15.9,19.8,16.7,22.6,4.7,6,3.4,69244
0106,Fredrikstad,2011,16750,59.47219347459012,57.89070547529119,58.66933050858821,22,16.1,20.2,16.9,23.3,4.9,6.2,3.7,69560
0106,Fredrikstad,2012,17591,59.42950241713629,57.78144827224582,58.59783284601035,22,16.1,20.5,17.2,23.7,5.2,6.4,4,71186
0106,Fredrikstad,2013,18470,59.51350074785484,57.682567574551655,58.59101383988439,22.4,15.6,20.9,17.4,24.2,5.3,6.4,4.2,73291
0106,Fredrikstad,2014,18746,59.64146531566641,57.64814199125342,58.63695531698264,22.5,15.7,21.3,17.7,24.8,5.7,6.7,4.6,76861
0106,Fredrikstad,2015,20769,59.42197127903679,57.52819262419994,58.46799472869407,21.9,16.1,21.6,17.7,25.3,6,6.9,5.1,76711
0106,Fredrikstad,2016,22404,59.33224423116194,57.63614887788696,58.47759190547951,22.1,16.7,22.2,18.2,26,6.1,7,5.3,77905
0106,Fredrikstad,2017,23918,59.41592653921421,57.837220276680824,58.62258334269418,22.1,16.7,22.6,18.6,26.6,6.3,7.1,5.6,80019
0111,Hvaler,2008,18844,61.672473867595826,61.270491803278695,61.474375157788444,17.8,19,18.3,14.6,22.1,4.7,6.3,3.1,75027
0111,Hvaler,2009,21060,61.46607231302625,61.44517433046993,61.45572786393196,16.9,18.8,18.5,14.3,22.7,4.6,6.2,3,74539
0111,Hvaler,2010,21325,60.15399422521656,60.88689586447435,60.514075887392906,16.6,18.700000000000003,19.1,15,23.3,4.9,6.5,3.2,72445
0111,Hvaler,2011,21979,59.4059405940594,60.421775380088285,59.90384615384615,16.9,19.1,20.4,15.9,24.8,5.3,6.9,3.6,72496
0111,Hvaler,2012,20469,58.568738229755176,59.94236311239193,59.24869234427009,16.200000000000003,19.9,20.4,15.7,25.1,6,7.6,4.3,73858
0111,Hvaler,2013,21658,57.81902552204177,58.994833255049315,58.40336134453782,16.4,20,20.6,15.9,25.3,6.1,7.7,4.5,75379
0111,Hvaler,2014,20148,57.149300857013984,58.6906408483172,57.91153670770633,16.5,19.4,21.1,16.4,25.7,6.3,7.6,5.1,80361
0111,Hvaler,2015,26621,56.03907637655418,58.66247755834829,57.34375000000001,16.6,19.8,21.3,16.4,26.2,6.6,7.8,5.3,79161
0111,Hvaler,2016,27511,55.64373897707231,58.00267498885421,56.81667036133895,16.2,20.3,21.7,17.1,26.3,7,8.1,6,82000
0111,Hvaler,2017,28848,55.03502626970228,57.14285714285714,56.07704228470224,15.8,21.1,21.9,16.9,27,7.1,8.1,6,96079
0118,Aremark,2009,9857,55.774647887323944,54.22535211267606,55.00000000000001,18.4,14.4,13.5,10.2,16.9,1.4,1.6,1.3,15351
0118,Aremark,2015,11591,57.399723374827104,54.758418740849194,56.11664295874822,21.1,14.899999999999999,15.5,11.3,19.9,2.6,2.9,2.3,19965
0118,Aremark,2017,13858,56.57534246575342,54.94011976047904,55.793991416309005,21.5,14.3,15.6,10.8,20.8,2.7,2.6,2.8,19794
0119,Marker,2008,11058,58.17555938037866,55.11627906976744,56.656078544614495,22.8,12.8,12.8,9.4,16.2,2,2.6,1.4,42371
0119,Marker,2009,11132,58.752166377816295,54.582366589327144,56.67149059334298,23.3,12.5,13,9.5,16.4,2,2.7,1.4,43524
0119,Marker,2010,9634,58.156840297653126,55.51044083526682,56.842408527801794,23.200000000000003,13.4,13.1,9.5,16.7,2.2,2.6,1.9,41048
0119,Marker,2011,11552,58.12356979405035,54.513888888888886,56.32911392405063,23.9,12.6,13.1,9.3,16.9,2.6,3.1,2,42913
0119,Marker,2012,10809,57.52658086177952,55.11265164644714,56.338828880045476,22.200000000000003,12.600000000000001,13.8,9.6,17.9,2.6,3.1,2.1,39581
0119,Marker,2013,11745,56.82068206820682,54.21141888072357,55.533872316699195,23.4,13.3,14.5,10,19,2.6,3,2.3,38128
0119,Marker,2014,11899,56.41873278236914,54.519932622122404,55.47830923248054,22.7,13.1,15.4,11.2,19.6,2.7,3,2.4,40783
0119,Marker,2015,13980,55.50684931506849,53.74720357941835,54.63603653473568,22.4,13.1,15.1,10.4,19.9,2.9,3.4,2.5,40354
0119,Marker,2016,14965,55.55555555555556,53.607666290868096,54.59833795013851,23.6,13.6,15.2,10.9,19.7,3.3,3.3,3.2,41960
0119,Marker,2017,16157,55.83921781640413,53.13211845102506,54.5176536002224,23.7,14.399999999999999,15.3,10.7,20,3.6,3.9,3.4,43182
0121,Rømskog,2014,11874,54.107648725212464,52.97805642633229,53.57142857142857,17.8,12.1,14.3,9.2,19.9,3.4,3.4,3.4,15625
0122,Trøgstad,2008,10751,61.63346613545817,57.5721629102412,59.59515776939869,21.6,15.7,13.3,9.3,17.2,2,2.3,1.7,39404
0122,Trøgstad,2009,10328,61.67522718293165,58.18759936406995,59.936595997622355,21.7,14.200000000000001,13.5,9.2,17.8,1.8,2,1.6,35833
0122,Trøgstad,2010,11192,61.7096018735363,57.865612648221344,59.79968578161823,21.299999999999997,14.6,13.8,9.5,18.1,2,2.2,1.7,37691
0122,Trøgstad,2011,11030,61.83500385505012,57.06436420722135,59.47102294826916,21.1,14.6,13.9,9.7,18.2,2.1,2.3,1.9,37259
0122,Trøgstad,2012,11252,60.392304790645035,56.7367601246106,58.593600306572135,21,14.200000000000001,13.9,9.4,18.6,2.2,2.4,1.9,36541
0122,Trøgstad,2013,11878,59.87449243263197,56.084243369734786,58.031481130286366,21.9,14,14.2,9.5,19,2.1,2.3,2,35540
0122,Trøgstad,2014,12367,59.461426491994175,56.340718105423996,57.938874394334704,22.3,14.7,14.4,10,19,2.5,2.4,2.6,37499
0122,Trøgstad,2015,12901,59.515062454077885,56.21189024390244,57.89375233819678,21.2,15.299999999999999,15.1,10.7,19.6,2.7,2.6,2.8,36841
0122,Trøgstad,2016,14331,59.613279824881424,55.95695618754804,57.832678270634474,21.4,15.3,15.4,10.9,20.1,2.8,2.6,3.1,43035
0122,Trøgstad,2017,16731,59.774709302325576,56.022944550669216,57.94671138438606,22.3,15.299999999999999,15.9,11.1,20.9,3.2,2.8,3.6,38260
0123,Spydeberg,2008,14897,60.15779092702169,58.62884160756501,59.39286418292923,17,19,14.8,12.3,17.2,3.5,4.4,2.7,66690
0123,Spydeberg,2009,14552,59.81344733773805,58.174757281553404,58.993783993784,17.299999999999997,19.2,15.6,12.8,18.3,3.6,4.4,2.8,59657
0123,Spydeberg,2010,15150,59.4140625,57.92098197161488,58.66073156570544,17,18.5,16.2,13.2,19.1,3.9,4.7,3.1,64879
0123,Spydeberg,2011,17318,59.59402527767139,58.02562170308968,58.80341880341881,17.1,18.5,16.7,13.9,19.2,3.9,4.6,3.3,62370
0123,Spydeberg,2012,16779,58.11773528308961,57.702349869451695,57.909498878085266,18.7,18.4,17.1,14.3,19.8,4.2,4.8,3.7,59125
0123,Spydeberg,2013,18661,58.18181818181818,57.452276064610864,57.818779685787355,18.5,17.8,16.9,13.6,20.1,4.3,4.9,3.6,57143
0123,Spydeberg,2014,19767,58.112407211028625,56.861340021497675,57.49110320284697,18.4,17.7,17.1,13.2,20.9,4.9,5.2,4.6,58532
0123,Spydeberg,2015,20652,56.65623913799096,57.05150976909413,56.85172171468727,19.2,18.2,17.5,13.4,21.8,5.1,5.6,4.6,57176
0123,Spydeberg,2016,22015,57.08432912256743,56.323477021731385,56.71199442119944,18.8,18.2,18,14.1,21.9,5.4,5.8,5,55390
0123,Spydeberg,2017,23320,57.35797399041752,56.032360182905386,56.70424978317433,17.9,18.799999999999997,18.4,14.4,22.5,5.7,5.9,5.6,55929
0124,Askim,2008,13685,60.89887640449439,58.541893362350386,59.70149253731343,20.9,15.2,15.1,13.5,16.7,3.3,4.5,2,61200
0124,Askim,2009,13700,61.189488243430155,58.758196172889065,59.953750935183294,20.700000000000003,14.9,15.2,13.7,16.7,3.3,4.5,2.1,60757
0124,Askim,2010,13925,60.96634093376765,58.73799359658485,59.84257265877287,20.8,14.8,15.4,13.7,17,3.3,4.4,2.3,59093
0124,Askim,2011,15309,60.72347920335998,58.54144527098831,59.62170501039641,20.9,14.7,15.6,13.6,17.6,3.5,4.5,2.5,60595
0124,Askim,2012,14979,60.202450719232814,58.05218766473379,59.12162162162162,20.6,14.200000000000001,15.7,13.4,17.9,3.5,4.5,2.6,60880
0124,Askim,2013,15614,60.279020794946035,58.0536477905922,59.157688540646426,21.5,14.3,16,13.5,18.3,3.7,4.7,2.8,62616
0124,Askim,2014,17248,59.866614358571994,58.07529230373893,58.96305897602075,20.5,14.4,16.5,13.6,19.2,4,4.9,3,66310
0124,Askim,2015,17444,58.68805796351404,57.97790339157246,58.331721781731446,20.8,14.4,16.8,13.8,19.7,4.1,4.8,3.3,67747
0124,Askim,2016,19064,58.08700141990448,57.70208439247585,57.89305155299391,20.799999999999997,14.7,17.2,14.2,20.1,4.3,4.9,3.7,77536
0124,Askim,2017,21902,57.88057406458227,57.56695300656898,57.722646310432566,20.9,14.6,17.5,14.4,20.5,4.3,5,3.7,73460
0125,Eidsberg,2008,11738,59.24216195422196,57.40112994350282,58.31192311352174,22.2,14.6,13.9,10.8,17,2.7,3.6,1.8,77288
0125,Eidsberg,2009,12129,59.23687193048735,57.7399667098206,58.48051583964116,22.8,13.3,14.4,11.1,17.6,2.7,3.6,1.8,75626
0125,Eidsberg,2010,11904,59.34475055845123,57.18480455129381,58.257092690139544,23.6,13.1,14.7,11.3,17.8,2.7,3.5,1.9,74728
0125,Eidsberg,2011,12231,59.258579555881816,57.0752139865234,58.16270566727605,23.2,12.8,14.9,11.4,18.2,2.8,3.6,2.1,72706
0125,Eidsberg,2012,13013,58.89111800109429,56.2702120014373,57.57082088876822,23.299999999999997,12.3,15.6,12.2,18.8,3,3.8,2.3,73713
0125,Eidsberg,2013,13344,58.923462088698145,56.57683383901482,57.748995087092446,23.4,12,15.9,12.3,19.4,3.1,3.8,2.5,73374
0125,Eidsberg,2014,14034,58.73296761635108,56.92877291960507,57.829197209220176,22.7,12.399999999999999,16.5,12.9,20.1,3.6,4.1,3,74888
0125,Eidsberg,2015,14875,58.30109039746746,56.3613905064408,57.33286356029244,23.2,12.8,16.9,12.8,20.9,3.8,4.2,3.4,74425
0125,Eidsberg,2016,17699,58.39581517000872,56.368132838721074,57.388557388557395,23.5,12.8,16.8,12.4,21.2,3.8,4.3,3.3,77436
0125,Eidsberg,2017,17434,58.954316484280014,56.85962117188883,57.91688584955287,23.3,12.7,17.1,12.7,21.5,4,4.2,3.7,78587
0127,Skiptvet,2008,12657,59.95562950637826,56.736353077816496,58.38297872340426,18.6,15,13,10.2,15.9,1.5,1.6,1.4,17937
0127,Skiptvet,2009,11802,60.41902604756512,56.83661645422943,58.6483390607102,18.1,15.5,13,10,16.1,1.6,1.5,1.6,17532
0127,Skiptvet,2010,13247,60.29082774049217,56.47461494580719,58.40158147415985,17.8,16.1,13.3,10.6,16.1,1.6,1.7,1.6,19382
0127,Skiptvet,2011,12779,59.25925925925925,56.02716468590832,57.66219239373602,17.7,16.5,13.5,10.5,16.5,1.9,2,1.8,22339
0127,Skiptvet,2012,13542,59.29786066922655,55.530973451327434,57.42219774166896,18.4,15.899999999999999,13.9,10.9,16.9,2.1,2.2,2,22791
0127,Skiptvet,2013,15276,59.40217391304348,55.19693654266958,57.30643402399127,19.7,15.2,14.2,10.8,17.6,2.3,2.5,2.2,22669
0127,Skiptvet,2014,14093,59.28495197438634,55.96330275229357,57.6334853769788,19.7,16.4,14.8,11.5,18.2,2.6,2.6,2.7,25959
0127,Skiptvet,2015,14325,58.611552729199786,56.29067245119306,57.46448673277942,20.7,16.7,14.9,11.4,18.5,2.7,2.9,2.5,30008
0127,Skiptvet,2016,17689,59.3716719914803,55.5793991416309,57.48262960983431,19.4,15.799999999999999,15.4,11.8,19,2.9,2.9,2.8,31424
0127,Skiptvet,2017,19582,58.40380549682875,55.79058699101005,57.097541633624104,20.200000000000003,16.3,15.8,11.8,19.8,2.8,2.9,2.8,31997
0128,Rakkestad,2008,12316,60.39205155746509,56.31759430229491,58.33666001330672,21,15.200000000000001,12.9,9.2,16.5,1.9,2.6,1.3,42057
0128,Rakkestad,2009,12236,60.74966532797858,56.28822121776123,58.511205976520806,21.7,14.2,13,9.3,16.6,2,2.5,1.5,43799
0128,Rakkestad,2010,11291,60.87536696023486,56.15384615384615,58.50738326460024,21.7,14.899999999999999,13.2,9.3,17.1,2.1,2.5,1.8,43382
0128,Rakkestad,2011,12428,60.45898179899763,56.14173228346456,58.2949611893172,21.5,14.2,13.4,9.2,17.6,2.3,2.7,1.9,44546
0128,Rakkestad,2012,12816,60.36363636363637,56.4968814968815,58.43076123668486,21.200000000000003,14.3,13.7,9.1,18.4,2.2,2.6,1.7,45470
0128,Rakkestad,2013,13295,59.89847715736041,56.607142857142854,58.25699745547074,22,13.7,14,9.2,18.7,2.2,2.7,1.8,45835
0128,Rakkestad,2014,14085,59.590920429034675,56.569987389659524,58.088788562829194,22.1,14,14.7,9.9,19.4,2.7,3.1,2.4,46532
0128,Rakkestad,2015,14676,59.26756352765321,56.21567648527209,57.743142144638405,21.4,14.7,15.2,9.8,20.6,2.9,3.2,2.7,43577
0128,Rakkestad,2016,15500,58.55878012788982,55.82379293180687,57.199406234537356,21.3,15.2,15.1,9.7,20.5,3,3.2,2.8,43849
0128,Rakkestad,2017,17320,58.26446280991735,55.75264843557527,57.01700721889147,21.2,15.3,15.2,9.7,20.9,3.1,3.2,2.9,45201
0135,Råde,2008,15004,58.73900293255132,57.452415812591504,58.0952380952381,15.9,20.4,17.4,14.8,19.9,3.8,4.9,2.6,45209
0135,Råde,2009,16731,58.84592852958407,57.257109004739334,58.055964653902805,16.1,20.5,17.2,14.8,19.6,3.9,4.9,2.9,44183
0135,Råde,2010,15701,58.86770652801848,57.66081871345029,58.26794536471955,16.1,20,17.5,14.8,20.2,4.2,5.2,3.2,52590
0135,Råde,2011,18175,58.84703196347032,57.088901801278325,57.97581341779442,16,19.8,18.1,14.9,21.3,4.2,5.1,3.3,54253
0135,Råde,2012,16961,58.806898501555,56.231884057971016,57.53542292829541,16.4,19.6,18.2,14.8,21.5,4.2,5,3.4,59363
0135,Råde,2013,17463,58.32869080779945,56.56944845509674,57.464908549553385,16.700000000000003,19.5,18.4,15.1,21.8,4.4,5.2,3.6,56734
0135,Råde,2014,18454,58.193335169374826,57.12640368557443,57.67173423423423,17.6,18.4,19.1,15.8,22.3,4.9,5.5,4.4,44725
0135,Råde,2015,19684,57.95053003533569,56.36518287496456,57.17457674160422,18,19.7,19.2,15.5,23,5,5.5,4.4,46340
0135,Råde,2016,20196,57.393151048579774,55.84958217270195,56.639934756014675,17.7,19.7,19.7,16.1,23.3,5.4,5.9,4.9,50301
0135,Råde,2017,23894,57.37272487470324,55.919046298863314,56.663963233306305,17.7,20.1,19.7,15.8,23.7,5.6,6,5.3,52438
0136,Rygge,2008,18531,57.50580720092915,57.472245943637915,57.48886014086531,17.1,20.1,17.9,15.4,20.3,4.3,6.3,2.5,105750
0136,Rygge,2009,17248,57.90074158585282,57.42281122233187,57.66040411201702,17.7,20,18.4,15.7,20.9,4.5,6.2,2.9,109383
0136,Rygge,2010,19093,57.94655414908579,57.10705833217319,57.524662422164695,17.5,19.9,18.8,16.1,21.3,4.7,6.4,3.1,114941
0136,Rygge,2011,19599,57.783051793941084,57.09761806416081,57.43795924026064,17.1,20.6,19.3,16.3,22.2,4.9,6.4,3.5,136839
0136,Rygge,2012,20022,57.906976744186046,56.79447229372714,57.3480362126472,17.200000000000003,20.200000000000003,19.3,16,22.4,5.1,6.6,3.6,119255
0136,Rygge,2013,21020,58.06148476305545,56.51769087523277,57.286029264381646,17.8,19.3,19.7,16.4,23,5.2,6.7,3.8,123381
0136,Rygge,2014,21839,58.5708604003712,56.17888330246097,57.37368386199589,18.1,19.700000000000003,19.8,16.4,23.2,5.5,6.9,4.2,127646
0136,Rygge,2015,23212,58.49849061556635,56.39512003148367,57.446529326859995,17.7,19.8,20.2,16.6,23.9,5.7,7.1,4.4,128910
0136,Rygge,2016,25064,58.464313321308936,56.65280665280665,57.56242722215035,18.1,19.6,20.6,16.8,24.4,6,7.1,5,128753
0136,Rygge,2017,27994,58.42298443235033,57.366811113943406,57.8967422366165,17.9,20.200000000000003,21.3,17,25.5,6.3,7.5,5.1,114336
0137,Våler (Østfold),2008,14014,60.85164835164834,59.357005758157385,60.121836925960636,13.4,23.2,14.5,10.5,18.7,3.2,4.2,2.2,13293
0137,Våler (Østfold),2009,14018,61.409691629955944,59.16012921089063,60.31102096010819,15.6,20.6,15,10.9,19.4,3.3,4.2,2.4,12789
0137,Våler (Østfold),2010,15285,59.93000874890638,59.28636779505947,59.61538461538461,16.7,20.9,15.2,10.8,19.8,3.5,4.5,2.5,12975
0137,Våler (Østfold),2011,15943,60.70970500213767,59.13160250671441,59.93877104745244,16,20.6,16.2,11.2,21.4,3.4,4.4,2.5,12579
0137,Våler (Østfold),2012,16485,59.7667638483965,58.28993055555556,59.04357066950053,17,20.3,16.5,11.6,21.6,3.6,4.3,2.9,11302
0137,Våler (Østfold),2013,17000,60.82268370607029,58.86102847428815,59.87234918674079,16.8,19.2,17.8,12.2,23.5,3.4,4.1,2.7,10862
0137,Våler (Østfold),2014,18173,60.73957513768686,58.41543513957307,59.60224989955806,16.5,19.6,18.5,13,24.4,4.2,5,3.3,11078
0137,Våler (Østfold),2015,20059,60.28963414634146,58.48142164781906,59.411764705882355,16.5,19.7,19,13.5,24.8,4.2,4.7,3.7,11040
0137,Våler (Østfold),2016,20386,60.09796533534287,58.846761453396525,59.487080601619745,15.4,20,19.4,13.5,25.7,4.2,4.8,3.7,12449
0137,Våler (Østfold),2017,22207,60.56747908330302,59.164733178654295,59.8875351452671,14.899999999999999,21.1,19.8,13.7,26.3,4.4,4.8,4,13589
0138,Hobøl,2008,13150,61.070663811563165,60.209881941407964,60.64474253569884,16.2,20.5,16.2,12.6,19.8,4.4,5.4,3.4,22209
0138,Hobøl,2009,13228,61.33162612035852,59.965487489214844,60.65222055352929,17.1,18.3,16.2,12.3,20.1,4.4,5.6,3.1,19617
0138,Hobøl,2010,14575,61.80526535729211,59.68497232865049,60.75495571488824,15.8,18.6,16.7,12.3,21.1,4.4,5.6,3.2,17266
0138,Hobøl,2011,15950,61.6382806163828,60.100586756077114,60.882110469909314,16,18.5,17,12.2,22,4.7,5.6,3.7,18322
0138,Hobøl,2012,15053,61.76941553242594,59.59386655615416,60.7004683363877,16.4,17.5,17.8,12.6,23.1,4.7,5.5,3.9,18637
0138,Hobøl,2013,16351,62.78520849724626,59.803117309269894,61.32530120481928,17.9,16.5,17.6,12.5,23,4.9,5.6,4.3,24112
0138,Hobøl,2014,18222,62.79863481228669,58.94117647058823,60.902255639097746,17.4,16,17.4,12.4,22.7,5.4,5.7,5.1,15703
0138,Hobøl,2015,20005,62.980593189307946,59.15007656967841,61.10799176492607,15.7,16.799999999999997,18,12.9,23.5,5.8,6.1,5.6,16529
0138,Hobøl,2016,20008,62.30518303733237,59.16889058330156,60.776662950576,16.4,16.3,18.6,13.4,24.1,5.8,5.5,6,18938
0138,Hobøl,2017,21588,61.84626184626184,59.638109305760715,60.7701997480655,16.2,16.8,19.3,13.9,25.1,6.3,6.2,6.5,22304
0211,Vestby,2008,19882,61.43895348837209,60.547156227501794,60.99095840867993,14.2,27.3,21.8,18.8,24.7,6.4,7.6,5.1,46582
0211,Vestby,2009,20731,60.65059209587673,60.090318938752475,60.368925150762685,14.4,25.1,21.8,18.7,24.8,6.8,8.1,5.6,51082
0211,Vestby,2010,21304,59.972047519217334,59.711831532280414,59.84136923398038,14.6,25.200000000000003,22.1,18.4,25.7,7,8.3,5.7,65360
0211,Vestby,2011,21543,59.45209213575031,59.2728259394926,59.362251835735655,14.9,25.4,22.3,18.8,25.8,7.3,8.2,6.3,70157
0211,Vestby,2012,23392,58.704560475875745,58.55106888361045,58.627748794822686,14.5,24.1,23,19.3,26.7,7.4,8.3,6.5,77140
0211,Vestby,2013,24806,58.264199106573066,58.18532818532819,58.22492790772188,15.6,23.5,23.3,19.7,26.9,7.7,8.6,6.9,83824
0211,Vestby,2014,24492,58.17042606516291,57.508789552988446,57.83993978926242,15.2,23.6,23.5,19.9,27.1,8.4,9,7.7,90543
0211,Vestby,2015,27300,58.14435503535723,57.387765170202265,57.76824034334764,14.899999999999999,23.8,24,20,27.9,8.8,9.2,8.3,94545
0211,Vestby,2016,28679,58.380054872957174,57.14456821176189,57.76356681807315,14.7,24.5,24.4,20.5,28.4,9,9.5,8.5,105745
0211,Vestby,2017,33857,57.716799814750495,56.64834522278096,57.18524552013032,14.399999999999999,25,24.6,20.9,28.4,9.3,9.7,9,97072
0213,Ski,2008,20890,58.77192982456141,58.4607580259439,58.61567014811311,12.8,30.4,22.4,19.6,25.1,7.3,9.5,5.1,83906
0213,Ski,2009,21439,58.7463768115942,58.4070796460177,58.57612188165638,13,29.6,22.8,19.8,25.7,7.6,9.8,5.5,89109
0213,Ski,2010,21993,58.35066332018645,58.168773973575796,58.2592870142383,13.5,29.200000000000003,23.3,20.1,26.4,7.9,10,5.9,90410
0213,Ski,2011,23487,58.388838252821984,57.83998882993578,58.113827963759746,13.7,28.5,24,20.6,27.3,8.1,10.2,6.1,91214
0213,Ski,2012,24905,58.424794643473454,57.19118967064835,57.80807732136694,13.899999999999999,28.299999999999997,24.6,21,28,8.3,10.2,6.4,95528
0213,Ski,2013,26150,58.198961464881116,56.77867902665121,57.4879721568226,14.1,27.1,24.8,21.4,28.2,8.6,10.2,6.9,95665
0213,Ski,2014,26516,58.08289803948172,56.874535504357816,57.47748967571593,14.399999999999999,27.3,25.2,21.6,28.7,9.1,10.5,7.6,94438
0213,Ski,2015,29125,57.86392085604683,56.59694288012872,57.22921914357683,14.7,27.2,25.6,21.8,29.3,9.7,11.3,8.2,91023
0213,Ski,2016,33938,58.14183835182251,56.81682873586029,57.47992465549717,14.5,27,25.9,22.1,29.7,9.9,11.2,8.6,90083
0213,Ski,2017,35174,58.02284824094509,56.89249280669632,57.45976936608248,14.5,27.6,26.2,22.3,30.1,10.3,11.4,9.2,92617
0214,Ås,2008,19947,58.920248575867426,58.25,58.587836074132085,18.6,26,22,17.6,26.4,14.4,18.7,10.1,101399
0214,Ås,2009,20121,59.64125560538116,58.264199106573066,58.96110445691232,18.799999999999997,25.200000000000003,22.2,17.8,26.5,14.4,18.2,10.7,98252
0214,Ås,2010,22208,59.84839369510288,58.34055727554179,59.105333821554986,19.3,25.4,22.3,18,26.6,14.8,18.3,11.3,97003
0214,Ås,2011,22883,60.30534351145038,58.53005597468971,59.433454849698194,20.8,24.9,22.9,18.6,27.2,15.3,18.6,12,93647
0214,Ås,2012,23543,60.225461170576175,59.03316866619619,59.63897246007869,20.1,24.8,23.8,19.2,28.3,15.6,18.7,12.6,84767
